The NRC Affect Intensity Lexicon v0.5
www.saifmohammad.com/WebPages/AffectIntensity.htm
Contact: Saif M. Mohammad (saif.mohammad@nrc-cnrc.gc.ca)

The NRC Affect Intensity Lexicon is a list of English words and their
associations with four basic emotions (anger, fear, sadness, joy). 

Words can be associated with different intensities (or degrees) of an emotion.
For example, most people will agree that the word condemn is associated with a
greater degree of anger (or more anger) than the word irritate. However,
annotating instances for fine-grained degrees of affect is a substantially more
difficult undertaking than categorical annotation: respondents are presented
with greater cognitive load and it is particularly hard to ensure consistency
(both across responses by different annotators and within the responses produced
by the same annotator). Here, for the first time, we create an affect intensity
lexicon with real-valued scores of association using best--worst scaling.

For a given word and emotion X, the scores range from 0 to 1. A score of 1 means
that the word conveys the highest amount of emotion X.  A score of 0 means that
the word conveys the lowest amount of emotion X.

Details of the lexicon are in this paper.
Word Affect Intensities. Saif M. Mohammad. arXiv preprint arXiv, April 2017.

The lexicon has close to 6,000 entries for four basic emotions: anger, fear,
joy, and sadness. (We will soon be adding entries for four more emotions: trust,
disgust, anticipation, and surprise. We will also be adding entries for valence,
arousal, and dominance.)	It includes common English terms as well as terms
that are more prominent in social media platforms, such as Twitter. It includes
terms that are associated with emotions to various degrees. For a given emotion,
this even includes some terms that may not predominantly convey that emotion (or
that convey an antonymous emotion), and yet tend to co-occur with terms that do.
(Antonymous terms tend to co-occur with each other more often than chance, and
are particularly problematic when one uses automatic co-occurrence-based
statistical methods to capture word--emotion connotations.)

term	score	AffectDimension
excitement	0.922	joy
joyous	0.922	joy
makesmehappy	0.922	joy
euphoria	0.922	joy
lovee	0.920	joy
gratitude	0.914	joy
happydance	0.912	joy
merriment	0.912	joy
spectacular	0.912	joy
overjoyed	0.909	joy
purebliss	0.909	joy
triumphant	0.907	joy
lovelovelove	0.906	joy
ecstasy	0.906	joy
cheerful	0.906	joy
cheer	0.897	joy
elated	0.894	joy
jolly	0.891	joy
lovethis	0.891	joy
peaceofmind	0.891	joy
delighted	0.891	joy
exhilaration	0.891	joy
excitation	0.891	joy
pleasures	0.891	joy
laugh	0.891	joy
marvelously	0.881	joy
blissful	0.879	joy
loving	0.879	joy
outstanding	0.879	joy
joyful	0.879	joy
pleasurable	0.877	joy
overthemoon	0.875	joy
lovinglife	0.875	joy
yaaaay	0.875	joy
happyplace	0.875	joy
iloveher	0.875	joy
glee	0.875	joy
enthusiastic	0.875	joy
sohappy	0.868	joy
superb	0.864	joy
laughing	0.864	joy
woohoo	0.864	joy
wonderful	0.863	joy
ilovechristmas	0.859	joy
hooray	0.859	joy
brilliant	0.859	joy
cheering	0.859	joy
glory	0.859	joy
tearsofjoy	0.859	joy
magnificent	0.859	joy
hallelujah	0.859	joy
yayyyy	0.859	joy
celebrated	0.859	joy
loved	0.859	joy
exciting	0.853	joy
heavenly	0.853	joy
thrilled	0.851	joy
mademyday	0.848	joy
hohoho	0.845	joy
wonderfully	0.844	joy
blessing	0.844	joy
favoriteholiday	0.844	joy
celebrate	0.844	joy
celebrations	0.833	joy
blessed	0.833	joy
festive	0.833	joy
sweetness	0.833	joy
paradise	0.833	joy
marvellous	0.833	joy
compliment	0.831	joy
enchanting	0.828	joy
smiling	0.828	joy
allsmiles	0.828	joy
love	0.828	joy
homesweethome	0.826	joy
thankyougod	0.824	joy
marvelous	0.824	joy
laughter	0.824	joy
goodmood	0.819	joy
happyheart	0.818	joy
joys	0.818	joy
sensational	0.818	joy
celebratory	0.818	joy
excellence	0.818	joy
delightful	0.818	joy
goodness	0.818	joy
excited	0.818	joy
rejoicing	0.818	joy
greatful	0.816	joy
jovial	0.814	joy
glorious	0.812	joy
victorious	0.812	joy
excellent	0.812	joy
bonanza	0.812	joy
rejoice	0.812	joy
splendid	0.812	joy
enjoy	0.812	joy
lovemaking	0.812	joy
greatday	0.812	joy
smiley	0.812	joy
goodtimes	0.811	joy
whatmakesmesmile	0.811	joy
happyday	0.809	joy
myfavorite	0.804	joy
yeahhhh	0.803	joy
gladness	0.803	joy
yayyy	0.803	joy
pleasure	0.803	joy
thankyoulord	0.803	joy
giggle	0.802	joy
lovinlife	0.797	joy
yesss	0.797	joy
happytweet	0.797	joy
success	0.797	joy
dancing	0.797	joy
lovemylife	0.797	joy
happier	0.797	joy
magnificence	0.797	joy
grateful	0.789	joy
happy	0.788	joy
amuse	0.788	joy
splendor	0.788	joy
fun	0.788	joy
glorify	0.781	joy
solucky	0.781	joy
glad	0.781	joy
enchanted	0.781	joy
sothankful	0.781	joy
radiant	0.781	joy
beautiful	0.781	joy
giggling	0.781	joy
perfection	0.779	joy
christmassy	0.779	joy
heavens	0.779	joy
romance	0.779	joy
thrilling	0.776	joy
happyvalentinesday	0.773	joy
entertain	0.773	joy
cheered	0.773	joy
positivity	0.773	joy
congrats	0.773	joy
cheers	0.773	joy
lovable	0.773	joy
miraculous	0.773	joy
fiesta	0.773	joy
funday	0.772	joy
enjoying	0.771	joy
amused	0.766	joy
smiles	0.766	joy
lifeisgood	0.766	joy
thebest	0.766	joy
cuddling	0.766	joy
sosweet	0.766	joy
christmasspirit	0.766	joy
goodfeeling	0.766	joy
delight	0.765	joy
orgasm	0.765	joy
party	0.765	joy
positive	0.761	joy
enlighten	0.758	joy
cheerfulness	0.758	joy
miracles	0.758	joy
sweetheart	0.758	joy
giddy	0.757	joy
christmastime	0.757	joy
pleasing	0.750	joy
gratify	0.750	joy
smile	0.750	joy
laughs	0.750	joy
greatness	0.750	joy
friendliness	0.750	joy
happyholidays	0.750	joy
romantic	0.750	joy
blessings	0.750	joy
tistheseason	0.750	joy
frolic	0.748	joy
positiveenergy	0.742	joy
rewarding	0.742	joy
magical	0.742	joy
miracle	0.742	joy
selflove	0.742	joy
jubilee	0.742	joy
triumph	0.742	joy
goodvibes	0.742	joy
enthusiasm	0.742	joy
feelgood	0.736	joy
prosperity	0.735	joy
passionate	0.734	joy
admiration	0.734	joy
feelinggood	0.734	joy
tgif	0.734	joy
victory	0.734	joy
enchant	0.734	joy
vivacious	0.734	joy
luxurious	0.734	joy
behappy	0.734	joy
greatnight	0.734	joy
goodday	0.734	joy
glorification	0.733	joy
glowing	0.729	joy
sing	0.729	joy
breathtaking	0.728	joy
yessss	0.728	joy
fulfillment	0.728	joy
atpeace	0.727	joy
hurrah	0.727	joy
merry	0.727	joy
santa	0.727	joy
award	0.727	joy
christmasbreak	0.727	joy
thankful	0.727	joy
cheery	0.727	joy
win	0.727	joy
pleased	0.725	joy
inspiration	0.725	joy
radiance	0.725	joy
uplift	0.723	joy
optimistic	0.723	joy
holidays	0.721	joy
thrill	0.721	joy
heaven	0.721	joy
godisgreat	0.721	joy
lucky	0.721	joy
amusement	0.719	joy
congratulatory	0.719	joy
harmony	0.719	joy
brighten	0.719	joy
lover	0.719	joy
perfect	0.719	joy
lovely	0.719	joy
thriving	0.719	joy
praising	0.719	joy
utopian	0.719	joy
xmas	0.719	joy
heartfelt	0.719	joy
luxury	0.712	joy
treasures	0.712	joy
magic	0.712	joy
bestfeeling	0.712	joy
merrychristmas	0.712	joy
achievement	0.712	joy
holiday	0.712	joy
yay	0.712	joy
luckiest	0.712	joy
intimate	0.710	joy
yaaay	0.706	joy
chuckle	0.706	joy
rave	0.706	joy
soblessed	0.706	joy
proud	0.704	joy
cherish	0.703	joy
sweetest	0.703	joy
amazingly	0.703	joy
optimism	0.703	joy
fuckyeah	0.703	joy
goodnews	0.703	joy
cuddled	0.703	joy
satisfying	0.703	joy
beautification	0.703	joy
truelove	0.703	joy
lovelife	0.703	joy
gooood	0.703	joy
goodlife	0.703	joy
appreciates	0.703	joy
winning	0.703	joy
yaay	0.700	joy
entertained	0.700	joy
excite	0.697	joy
newbeginnings	0.693	joy
praisejesus	0.691	joy
birthday	0.691	joy
exquisite	0.688	joy
content	0.688	joy
godsend	0.688	joy
thankyoujesus	0.688	joy
adoration	0.688	joy
angelic	0.688	joy
greatfriends	0.688	joy
favorite	0.688	joy
metime	0.688	joy
honored	0.688	joy
holidayseason	0.688	joy
entertaining	0.688	joy
majestic	0.682	joy
brightens	0.682	joy
exaltation	0.682	joy
goodhealth	0.682	joy
smiled	0.682	joy
bestfriends	0.682	joy
memoriesiwontforget	0.682	joy
precious	0.682	joy
luscious	0.682	joy
appreciated	0.682	joy
tranquility	0.679	joy
embrace	0.676	joy
marry	0.676	joy
positively	0.676	joy
grin	0.672	joy
giggles	0.672	joy
enliven	0.672	joy
bday	0.672	joy
relaxation	0.672	joy
hug	0.672	joy
hilarious	0.672	joy
contentment	0.672	joy
weeeee	0.672	joy
dearest	0.672	joy
accomplished	0.672	joy
fulfilled	0.667	joy
adore	0.667	joy
bountiful	0.667	joy
victor	0.667	joy
boisterous	0.667	joy
fulfill	0.664	joy
cuddles	0.662	joy
prosperous	0.660	joy
serenity	0.656	joy
glow	0.656	joy
encouraged	0.656	joy
christmaseve	0.656	joy
appreciation	0.656	joy
happynewyear	0.656	joy
satisfy	0.656	joy
innerpeace	0.656	joy
captivate	0.656	joy
besties	0.656	joy
romanticism	0.656	joy
humor	0.656	joy
pleasant	0.656	joy
satisfaction	0.652	joy
praised	0.652	joy
abundance	0.652	joy
treasure	0.652	joy
praises	0.652	joy
engaged	0.652	joy
relaxing	0.652	joy
fortunes	0.652	joy
nothingbetter	0.647	joy
complement	0.647	joy
affection	0.647	joy
relieved	0.647	joy
carnival	0.643	joy
uplifting	0.641	joy
divine	0.641	joy
champion	0.641	joy
thanksgiving	0.641	joy
achieve	0.641	joy
jackpot	0.641	joy
priceless	0.641	joy
saintly	0.641	joy
sensuality	0.641	joy
wedding	0.641	joy
harmoniously	0.641	joy
honeymoon	0.636	joy
exalt	0.636	joy
twinkle	0.636	joy
cuddle	0.636	joy
felicity	0.636	joy
peaceful	0.636	joy
yayy	0.636	joy
winner	0.636	joy
reverie	0.636	joy
climax	0.636	joy
comforting	0.636	joy
xoxo	0.634	joy
reward	0.625	joy
gorgeous	0.625	joy
praisegod	0.625	joy
generosity	0.625	joy
hearts	0.625	joy
stargazing	0.625	joy
snuggling	0.625	joy
fondness	0.625	joy
amusing	0.625	joy
sweet	0.625	joy
brighter	0.625	joy
festival	0.625	joy
sex	0.622	joy
kind	0.621	joy
parade	0.621	joy
genial	0.621	joy
applause	0.621	joy
beauty	0.621	joy
fulfilling	0.618	joy
aspiring	0.618	joy
newlife	0.618	joy
godbless	0.616	joy
virtuous	0.613	joy
kiss	0.610	joy
rainbows	0.609	joy
generous	0.609	joy
christmas	0.609	joy
enlightenment	0.609	joy
winnings	0.609	joy
playful	0.609	joy
super	0.609	joy
awards	0.609	joy
praiseworthy	0.609	joy
rekindle	0.609	joy
adorable	0.609	joy
elegance	0.609	joy
independence	0.607	joy
amour	0.607	joy
kindness	0.606	joy
inspired	0.606	joy
wonder	0.606	joy
successful	0.606	joy
heheh	0.606	joy
onelove	0.606	joy
hilarity	0.606	joy
freely	0.606	joy
surprises	0.606	joy
entertainment	0.603	joy
passion	0.603	joy
whimsical	0.603	joy
beautify	0.601	joy
stressfree	0.601	joy
sunrise	0.600	joy
godisgood	0.597	joy
revere	0.594	joy
snuggled	0.594	joy
accomplishment	0.594	joy
jesus	0.594	joy
angel	0.594	joy
goodmusic	0.594	joy
inspire	0.594	joy
flirt	0.594	joy
thankgod	0.594	joy
whoo	0.594	joy
goodies	0.594	joy
peacefully	0.594	joy
fanfare	0.594	joy
friendship	0.591	joy
heroic	0.591	joy
summer	0.591	joy
fortune	0.591	joy
highest	0.591	joy
singing	0.591	joy
exalted	0.591	joy
woot	0.588	joy
contented	0.588	joy
overflowing	0.588	joy
rollicking	0.588	joy
hope	0.586	joy
accolade	0.586	joy
cozy	0.583	joy
delicious	0.579	joy
ambition	0.578	joy
friendly	0.578	joy
praise	0.578	joy
raving	0.578	joy
sensuous	0.578	joy
picturesque	0.578	joy
thelife	0.578	joy
everlasting	0.578	joy
darling	0.578	joy
sparkle	0.577	joy
yeahhh	0.576	joy
flattering	0.576	joy
succeeding	0.576	joy
peace	0.576	joy
heroism	0.576	joy
luckygirl	0.576	joy
sensual	0.576	joy
grace	0.576	joy
special	0.574	joy
livelife	0.574	joy
tantalizing	0.572	joy
pumped	0.567	joy
relax	0.562	joy
hero	0.562	joy
sweets	0.562	joy
admirable	0.562	joy
yey	0.562	joy
surprise	0.562	joy
hugs	0.562	joy
prosper	0.562	joy
revels	0.562	joy
sunny	0.562	joy
prevail	0.562	joy
liking	0.562	joy
humorous	0.562	joy
worthwhile	0.562	joy
superstar	0.562	joy
bless	0.561	joy
favorable	0.561	joy
tenderness	0.561	joy
newyear	0.561	joy
freedom	0.561	joy
masterpiece	0.561	joy
dreams	0.559	joy
hopeful	0.559	joy
home	0.559	joy
cruising	0.556	joy
gracias	0.554	joy
faithfulness	0.553	joy
eagerness	0.552	joy
closeness	0.552	joy
sunshine	0.551	joy
comfy	0.551	joy
gift	0.547	joy
bonus	0.547	joy
daughter	0.547	joy
vacation	0.547	joy
confidence	0.547	joy
zeal	0.547	joy
astonishment	0.547	joy
heart	0.547	joy
completion	0.547	joy
gifts	0.547	joy
mistletoe	0.547	joy
elite	0.547	joy
good	0.547	joy
celestial	0.547	joy
illuminate	0.547	joy
lifted	0.547	joy
goodmorning	0.547	joy
charmed	0.546	joy
encouragement	0.545	joy
sublime	0.545	joy
dance	0.545	joy
recreation	0.545	joy
gush	0.545	joy
god	0.545	joy
free	0.544	joy
freshstart	0.544	joy
savior	0.543	joy
sanctuary	0.541	joy
grandchildren	0.540	joy
wellness	0.537	joy
revel	0.534	joy
alive	0.531	joy
bridal	0.531	joy
inspirational	0.531	joy
vitality	0.531	joy
liberation	0.531	joy
holiness	0.531	joy
firstborn	0.531	joy
money	0.531	joy
rainbow	0.531	joy
dayoff	0.531	joy
serene	0.531	joy
confident	0.531	joy
soothing	0.531	joy
music	0.531	joy
matrimony	0.531	joy
soar	0.531	joy
savor	0.531	joy
fab	0.531	joy
mastery	0.530	joy
warmth	0.530	joy
elegant	0.530	joy
glimmer	0.530	joy
blossom	0.530	joy
illumination	0.530	joy
welcomed	0.530	joy
treat	0.529	joy
faithful	0.529	joy
snuggles	0.522	joy
laurels	0.521	joy
commendable	0.519	joy
strengthening	0.516	joy
succeed	0.516	joy
aspire	0.516	joy
abundant	0.516	joy
powerful	0.516	joy
almighty	0.516	joy
jingle	0.516	joy
silly	0.516	joy
remarkable	0.516	joy
zest	0.516	joy
pride	0.516	joy
brotherly	0.516	joy
greeted	0.516	joy
presents	0.516	joy
resplendent	0.516	joy
fancy	0.516	joy
noschool	0.516	joy
leisure	0.515	joy
vivid	0.515	joy
thanking	0.515	joy
therapeutic	0.515	joy
familytime	0.515	joy
zen	0.515	joy
reunited	0.515	joy
animated	0.515	joy
comfort	0.515	joy
princely	0.515	joy
shining	0.515	joy
complete	0.515	joy
kudos	0.515	joy
payday	0.515	joy
cutie	0.515	joy
coronation	0.515	joy
spirit	0.515	joy
newme	0.515	joy
kid	0.515	joy
marriage	0.514	joy
relationship	0.514	joy
daymade	0.514	joy
godly	0.514	joy
spouse	0.507	joy
intimately	0.507	joy
achieved	0.500	joy
soulful	0.500	joy
welcoming	0.500	joy
satisfied	0.500	joy
family	0.500	joy
meritorious	0.500	joy
purr	0.500	joy
motherhood	0.500	joy
carefree	0.500	joy
gem	0.500	joy
excel	0.500	joy
healthy	0.500	joy
surreal	0.500	joy
diamond	0.500	joy
charitable	0.500	joy
inviting	0.500	joy
erotic	0.500	joy
memorable	0.500	joy
veracity	0.500	joy
friends	0.500	joy
stressrelief	0.500	joy
holyspirit	0.500	joy
respect	0.500	joy
beach	0.500	joy
nature	0.500	joy
dignity	0.500	joy
bloom	0.500	joy
accomplish	0.500	joy
christ	0.500	joy
encourage	0.500	joy
teamjesus	0.500	joy
visionary	0.500	joy
baby	0.500	joy
refreshed	0.500	joy
aura	0.493	joy
health	0.493	joy
liberty	0.486	joy
oasis	0.486	joy
yehey	0.486	joy
approved	0.486	joy
rapture	0.485	joy
loyal	0.485	joy
aspiration	0.485	joy
inseparable	0.485	joy
betrothed	0.485	joy
privileged	0.485	joy
crescendo	0.485	joy
crowning	0.485	joy
gentle	0.485	joy
liberate	0.485	joy
nocomplaints	0.485	joy
engaging	0.485	joy
bounty	0.485	joy
prestige	0.485	joy
yummy	0.484	joy
chocolate	0.484	joy
desire	0.484	joy
heyday	0.484	joy
selfworth	0.484	joy
dream	0.484	joy
transcendence	0.484	joy
luck	0.484	joy
creativity	0.484	joy
bouquet	0.484	joy
aloha	0.484	joy
trophy	0.484	joy
fete	0.484	joy
destiny	0.484	joy
datenight	0.484	joy
boyfriend	0.480	joy
commemoration	0.479	joy
intelligence	0.477	joy
readiness	0.473	joy
friend	0.471	joy
enthusiast	0.471	joy
bride	0.471	joy
lush	0.470	joy
inheritance	0.470	joy
calming	0.470	joy
soothe	0.470	joy
adventure	0.470	joy
kiddo	0.470	joy
nostalgia	0.470	joy
tickle	0.470	joy
massage	0.470	joy
purring	0.469	joy
bonding	0.469	joy
eternal	0.469	joy
benevolence	0.469	joy
nurture	0.469	joy
giving	0.469	joy
princess	0.469	joy
pretty	0.469	joy
amicable	0.469	joy
getaway	0.469	joy
goals	0.469	joy
humanitarian	0.469	joy
luster	0.469	joy
bridegroom	0.469	joy
pray	0.469	joy
rest	0.469	joy
heartily	0.469	joy
child	0.466	joy
salutary	0.465	joy
invite	0.457	joy
beam	0.456	joy
reminiscing	0.456	joy
tropical	0.455	joy
befriend	0.455	joy
hee	0.455	joy
ceremony	0.455	joy
friday	0.455	joy
elevation	0.455	joy
sonice	0.455	joy
aesthetics	0.455	joy
scholarship	0.455	joy
kindred	0.455	joy
mindfulness	0.455	joy
freshair	0.455	joy
birth	0.453	joy
scenery	0.453	joy
faith	0.453	joy
namaste	0.453	joy
vindication	0.453	joy
allure	0.453	joy
noworries	0.453	joy
commemorate	0.453	joy
approve	0.453	joy
forgiveness	0.453	joy
waterfall	0.453	joy
journey	0.447	joy
meditation	0.446	joy
relaxed	0.442	joy
weekend	0.441	joy
tranquil	0.441	joy
tender	0.441	joy
present	0.441	joy
righteousness	0.439	joy
sharing	0.439	joy
lyrical	0.439	joy
esteem	0.439	joy
nostalgic	0.439	joy
prayer	0.439	joy
unbeaten	0.438	joy
share	0.438	joy
eager	0.438	joy
strength	0.438	joy
meditate	0.438	joy
newday	0.438	joy
husband	0.438	joy
life	0.438	joy
sonnet	0.438	joy
relief	0.438	joy
mighty	0.438	joy
warm	0.429	joy
winterbreak	0.429	joy
movingforward	0.429	joy
buddy	0.427	joy
oneness	0.426	joy
medal	0.424	joy
unsurpassed	0.424	joy
carols	0.424	joy
candlelight	0.424	joy
amen	0.424	joy
reverence	0.424	joy
ejaculation	0.424	joy
healthful	0.424	joy
unconstrained	0.424	joy
thelittlethings	0.424	joy
wealth	0.422	joy
graduation	0.422	joy
glitter	0.422	joy
lml	0.422	joy
ease	0.422	joy
sledding	0.422	joy
safe	0.422	joy
frisky	0.422	joy
energy	0.422	joy
calmness	0.422	joy
symphony	0.422	joy
helpful	0.422	joy
musical	0.422	joy
beginnings	0.422	joy
nostress	0.421	joy
soundness	0.421	joy
promise	0.415	joy
reunite	0.414	joy
mother	0.412	joy
salvation	0.412	joy
poems	0.412	joy
purify	0.409	joy
travel	0.409	joy
lavender	0.409	joy
aromatherapy	0.409	joy
inauguration	0.409	joy
clown	0.409	joy
immaculate	0.409	joy
lighten	0.409	joy
star	0.406	joy
completing	0.406	joy
heal	0.406	joy
live	0.406	joy
cash	0.406	joy
companion	0.406	joy
opportune	0.406	joy
charity	0.406	joy
flowers	0.406	joy
wishing	0.406	joy
income	0.403	joy
soul	0.401	joy
munchies	0.400	joy
progress	0.397	joy
indescribable	0.397	joy
christian	0.397	joy
emancipation	0.397	joy
equality	0.394	joy
rhythmical	0.394	joy
childhood	0.394	joy
calm	0.394	joy
picnic	0.394	joy
together	0.394	joy
fullness	0.394	joy
hammock	0.394	joy
movies	0.393	joy
zealous	0.393	joy
choir	0.391	joy
goofy	0.391	joy
humanity	0.391	joy
adventures	0.391	joy
affluence	0.391	joy
playground	0.391	joy
starry	0.391	joy
meaningful	0.391	joy
auspicious	0.391	joy
littlethings	0.391	joy
warms	0.391	joy
gesture	0.387	joy
witty	0.382	joy
shopping	0.382	joy
vow	0.382	joy
communion	0.379	joy
jump	0.379	joy
vibes	0.379	joy
worship	0.379	joy
reverend	0.377	joy
unique	0.375	joy
scenic	0.375	joy
courtship	0.375	joy
reunion	0.375	joy
rising	0.375	joy
full	0.375	joy
redeemed	0.375	joy
unforgettable	0.375	joy
mirth	0.375	joy
hymn	0.375	joy
simplicity	0.375	joy
spirits	0.375	joy
youth	0.375	joy
beaches	0.375	joy
experience	0.375	joy
advance	0.375	joy
sonorous	0.375	joy
baptismal	0.368	joy
alliance	0.368	joy
grant	0.366	joy
moonlight	0.364	joy
kitten	0.364	joy
authentic	0.364	joy
conciliation	0.364	joy
sanctification	0.364	joy
improve	0.364	joy
pure	0.364	joy
improves	0.364	joy
weightloss	0.362	joy
raspberries	0.360	joy
feeling	0.359	joy
devotional	0.359	joy
fidelity	0.359	joy
listenting	0.359	joy
proficiency	0.359	joy
jest	0.359	joy
independent	0.359	joy
tinsel	0.359	joy
revival	0.359	joy
sanctify	0.359	joy
cocoa	0.353	joy
giver	0.353	joy
purpose	0.348	joy
romp	0.348	joy
deliverance	0.348	joy
dolphin	0.348	joy
unification	0.348	joy
roaring	0.348	joy
melody	0.348	joy
choral	0.348	joy
favor	0.348	joy
exceed	0.348	joy
hotyoga	0.347	joy
electric	0.344	joy
nowork	0.344	joy
hedonism	0.344	joy
pledge	0.344	joy
humble	0.344	joy
kiddos	0.344	joy
thx	0.344	joy
fruits	0.344	joy
newstart	0.344	joy
manicure	0.344	joy
cookies	0.344	joy
date	0.344	joy
roadtrip	0.344	joy
voluptuous	0.344	joy
celebrity	0.342	joy
rhythm	0.338	joy
bridesmaid	0.338	joy
obliging	0.333	joy
familiarity	0.333	joy
spa	0.333	joy
connoisseur	0.333	joy
coffee	0.333	joy
edification	0.333	joy
partner	0.333	joy
garden	0.333	joy
renovation	0.333	joy
gazing	0.333	joy
dawn	0.333	joy
snowday	0.333	joy
young	0.333	joy
foodie	0.331	joy
synchronize	0.329	joy
saint	0.328	joy
carol	0.328	joy
hobby	0.328	joy
noregrets	0.328	joy
amnesty	0.328	joy
healing	0.328	joy
tribulation	0.328	joy
TRUE	0.328	joy
chirping	0.328	joy
psalm	0.328	joy
pedicure	0.328	joy
respite	0.324	joy
mellow	0.318	joy
recreational	0.318	joy
classics	0.318	joy
cousins	0.318	joy
restorative	0.318	joy
lazyday	0.318	joy
reconciliation	0.316	joy
superman	0.312	joy
living	0.312	joy
simplify	0.312	joy
recovery	0.312	joy
relight	0.312	joy
sunset	0.312	joy
crafts	0.312	joy
pony	0.312	joy
deal	0.312	joy
presto	0.312	joy
fitness	0.312	joy
sterling	0.312	joy
wisdom	0.312	joy
dove	0.312	joy
playhouse	0.312	joy
woods	0.312	joy
muchneeded	0.312	joy
progression	0.312	joy
lord	0.312	joy
improvement	0.309	joy
infant	0.309	joy
absolution	0.306	joy
endless	0.303	joy
established	0.303	joy
banquet	0.303	joy
decorating	0.303	joy
honest	0.303	joy
gently	0.303	joy
providing	0.300	joy
softly	0.297	joy
yearning	0.297	joy
spiritual	0.297	joy
growth	0.297	joy
quaint	0.297	joy
notable	0.297	joy
feat	0.297	joy
strolling	0.297	joy
lounging	0.297	joy
meditating	0.297	joy
fraternal	0.297	joy
joker	0.297	joy
spending	0.297	joy
light	0.297	joy
morals	0.297	joy
mine	0.297	joy
harvest	0.297	joy
breeze	0.297	joy
fervor	0.295	joy
volunteer	0.294	joy
quotes	0.294	joy
gain	0.288	joy
create	0.288	joy
midwife	0.288	joy
resources	0.288	joy
psalms	0.288	joy
taoism	0.288	joy
hippie	0.288	joy
receiving	0.287	joy
ocean	0.286	joy
lsd	0.286	joy
snowfall	0.286	joy
hiking	0.283	joy
chill	0.281	joy
evergreen	0.281	joy
candid	0.281	joy
unwind	0.281	joy
toast	0.281	joy
destination	0.281	joy
infinity	0.281	joy
buddhist	0.281	joy
rested	0.281	joy
truce	0.281	joy
buzzing	0.281	joy
venerable	0.279	joy
retirement	0.275	joy
balance	0.275	joy
buddha	0.273	joy
drinks	0.273	joy
compensate	0.273	joy
fireplace	0.273	joy
devout	0.273	joy
rapt	0.273	joy
swim	0.273	joy
snowing	0.271	joy
sublimation	0.270	joy
fruity	0.268	joy
whim	0.266	joy
salute	0.266	joy
sun	0.266	joy
sunday	0.266	joy
buddhism	0.266	joy
cathedral	0.266	joy
ministry	0.266	joy
humility	0.266	joy
yoga	0.266	joy
fortitude	0.266	joy
sketching	0.266	joy
paragon	0.266	joy
waves	0.266	joy
artwork	0.265	joy
practiced	0.264	joy
clean	0.260	joy
food	0.258	joy
exercise	0.258	joy
immerse	0.258	joy
running	0.258	joy
fitting	0.258	joy
found	0.258	joy
clarity	0.258	joy
autumn	0.254	joy
countryside	0.250	joy
undying	0.250	joy
diary	0.250	joy
football	0.250	joy
fit	0.250	joy
visitor	0.250	joy
ardent	0.250	joy
chilled	0.250	joy
chirp	0.250	joy
mountain	0.250	joy
expedient	0.250	joy
hardy	0.250	joy
candles	0.250	joy
contagious	0.250	joy
advocacy	0.250	joy
outdoors	0.250	joy
clap	0.250	joy
demonstrative	0.250	joy
morning	0.250	joy
cradle	0.247	joy
trance	0.246	joy
preservative	0.242	joy
procession	0.242	joy
grow	0.242	joy
intense	0.242	joy
church	0.242	joy
pay	0.242	joy
breakfast	0.242	joy
supremacy	0.242	joy
consecration	0.235	joy
incense	0.234	joy
ordination	0.234	joy
lyre	0.234	joy
vote	0.234	joy
nursery	0.234	joy
skiing	0.234	joy
humbled	0.234	joy
salary	0.234	joy
art	0.234	joy
candle	0.234	joy
snowy	0.234	joy
doll	0.234	joy
lifetime	0.234	joy
pastry	0.229	joy
remedy	0.227	joy
firefly	0.227	joy
chilling	0.227	joy
rescue	0.225	joy
perspective	0.221	joy
orchard	0.221	joy
camping	0.221	joy
orchestra	0.221	joy
breezy	0.219	joy
possess	0.219	joy
lamb	0.219	joy
castle	0.219	joy
gardens	0.219	joy
brisk	0.212	joy
ribbon	0.212	joy
raindrops	0.212	joy
reggae	0.212	joy
pho	0.212	joy
teach	0.212	joy
repay	0.212	joy
listneing	0.212	joy
mucis	0.212	joy
bouttime	0.212	joy
countrymusic	0.212	joy
nap	0.206	joy
vernal	0.203	joy
lights	0.203	joy
legalized	0.203	joy
hire	0.203	joy
uncontrollable	0.203	joy
chant	0.203	joy
unexpected	0.203	joy
stillness	0.203	joy
cove	0.203	joy
save	0.200	joy
symmetry	0.197	joy
pastor	0.197	joy
atone	0.197	joy
trees	0.197	joy
oneday	0.197	joy
scripture	0.196	joy
mountains	0.194	joy
quiet	0.188	joy
liquor	0.188	joy
walking	0.188	joy
craziness	0.188	joy
custom	0.188	joy
pathway	0.188	joy
forefathers	0.188	joy
sympathetic	0.188	joy
whiteness	0.188	joy
tea	0.188	joy
soppy	0.188	joy
patient	0.186	joy
dollhouse	0.182	joy
bath	0.182	joy
score	0.182	joy
movingon	0.182	joy
supporter	0.180	joy
accompaniment	0.179	joy
pursuit	0.176	joy
outburst	0.176	joy
frosty	0.174	joy
workout	0.172	joy
closure	0.172	joy
luncheon	0.172	joy
wintery	0.172	joy
service	0.172	joy
civilized	0.169	joy
wages	0.169	joy
december	0.167	joy
fain	0.167	joy
glide	0.162	joy
acrobat	0.162	joy
finally	0.157	joy
chai	0.156	joy
obtainable	0.156	joy
organization	0.156	joy
peppermint	0.156	joy
stroll	0.156	joy
break	0.156	joy
elf	0.156	joy
bathtub	0.156	joy
reproductive	0.156	joy
